CollectionCode,HMS,StructuredFormula,StructureType,Reference,CellParameter,Temperature,ANXFormula,ChemicalName,MineralGroup,MineralSuperGroup,CalculatedDensity(g/cm3),PublicationYear,Pdf,DOI or Link,
185399,F d -3 m Z,(Gd1.9 Th0.1) (Zr1.9 Al0.1) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.531(4) 10.531(4) 10.531(4) 90. 90. 90.,298,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.9/0.1/1.9/0.1/7),,,6.94,2010,01-081-8516,,
185400,F d -3 m Z,(Gd1.9 Th0.1) (Zr1.9 Al0.1) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.583(6) 10.583(6) 10.583(6) 90. 90. 90.,873,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.9/0.1/1.9/0.1/7),,,6.84,2010,01-081-8517,,
185401,F d -3 m Z,(Gd1.85 Th0.15) (Zr1.85 Al0.15) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.537(5) 10.537(5) 10.537(5) 90. 90. 90.,298,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.85/0.15/1.85/0.15/7),,,6.93,2010,01-081-8518,,
185402,F d -3 m Z,(Gd1.85 Th0.15) (Zr1.85 Al0.15) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.592(3) 10.592(3) 10.592(3) 90. 90. 90.,873,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.85/0.15/1.85/0.15/7),,,6.83,2010,01-081-8519,,
185403,F d -3 m Z,(Gd1.8 Th0.2) (Zr1.8 Al0.2) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.543(4) 10.543(4) 10.543(4) 90. 90. 90.,298,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.8/0.2/1.8/0.2/7),,,6.93,2010,01-081-8520,,
185404,F d -3 m Z,(Gd1.8 Th0.2) (Zr1.8 Al0.2) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.601(4) 10.601(4) 10.601(4) 90. 90. 90.,873,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.8/0.2/1.8/0.2/7),,,6.81,2010,01-081-8521,,
185612,F d -3 m Z,(Bi1.46 Cr0.54) (Cr1.34 Nb0.66) O7,Ca2Nb2O7,"Physica B: Condensed Matter (Amsterdam, Netherlands) (2012) 407, (16) p. 3078-3080",10.4638(2) 10.4638(2) 10.4638(2) 90. 90. 90.,293,A2B2X7,Bismuth chromium niobium oxide (1.46/1.88/0.66/7),,,6.68,2012,01-081-8693,,
185613,F d -3 m Z,(Bi1.46 Cr0.54) (Cr1.34 Nb0.66) O7,Ca2Nb2O7,"Physica B: Condensed Matter (Amsterdam, Netherlands) (2012) 407, (16) p. 3078-3080",10.4634(2) 10.4634(2) 10.4634(2) 90. 90. 90.,293,A2B2X7,Bismuth chromium niobium oxide (1.46/1.88/0.66/7),,,6.68,2012,,,
186179,F d -3 m Z,Nd Gd (Zr2 O7),Ca2Nb2O7,"Journal of the European Ceramic Society (2012) 32, (12) p. 3221-3228",10.61575(9) 10.61575(9) 10.61575(9) 90. 90. 90.,293,A2B2X7,Neodymium gadolinium dizirconate,,,6.62,2012,01-081-9118,,
186180,F d -3 m Z,Nd Gd ((Zr1.95 Sc0.05) O7),Ca2Nb2O7,"Journal of the European Ceramic Society (2012) 32, (12) p. 3221-3228",10.61221(16) 10.61221(16) 10.61221(16) 90. 90. 90.,293,A2B2X7,Neodymium gadolinium zirconium scandium oxide (1/1/1.95/0.05/7),,,6.6,2012,01-081-9119,,
186181,F d -3 m Z,Nd Gd ((Zr1.9 Sc0.1) O7),Ca2Nb2O7,"Journal of the European Ceramic Society (2012) 32, (12) p. 3221-3228",10.61193(9) 10.61193(9) 10.61193(9) 90. 90. 90.,293,A2B2X7,Neodymium gadolinium zirconium scandium oxide (1/1/1.9/0.1/7),,,6.57,2012,01-081-9120,,
186182,F d -3 m Z,Nd Gd ((Zr1.85 Sc0.15) O7),Ca2Nb2O7,"Journal of the European Ceramic Society (2012) 32, (12) p. 3221-3228",10.60965(19) 10.60965(19) 10.60965(19) 90. 90. 90.,293,A2B2X7,Neodymium gadolinium zirconium scandium oxide (1/1/1.85/0.15/7),,,6.55,2012,01-081-9121,,
186195,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Journal of the European Ceramic Society (2012) 32, (12) p. 3211-3219",10.03068(2) 10.03068(2) 10.03068(2) 90. 90. 90.,293,A2B2X7,Diytterbium dititanate,,,7.29,2012,01-081-9131,,
186196,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Journal of the European Ceramic Society (2012) 32, (12) p. 3211-3219",10.03092(2) 10.03092(2) 10.03092(2) 90. 90. 90.,293,A2B2X7,Diytterbium dititanate,,,7.29,2012,,,
186270,F d -3 m Z,Tb1.94 Mn Ru O7,Ca2Nb2O7,"Dalton Transactions (2012) 28,  p. 8575-8584",10.0501(2) 10.0501(2) 10.0501(2) 90. 90. 90.,130,A2B2X7,Terbium manganese ruthenium oxide (1.94/1/1/7),,,7.54,2012,01-081-9188,,
186271,F d -3 m Z,Tb1.94 Mn Ru O7,Ca2Nb2O7,"Dalton Transactions (2012) 28,  p. 8575-8584",10.0441(5) 10.0441(5) 10.0441(5) 90. 90. 90.,2,A2B2X7,Terbium manganese ruthenium oxide (1.94/1/1/7),,,7.56,2012,01-081-9189,,
186477,F d -3 m Z,(Ca1.25 Sm0.5 Ti0.25) (Ti Ta) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2715(1) 10.2715(1) 10.2715(1) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium tantalum oxide (1.25/0.5/1.25/1/7),,,5.86,2011,01-081-9309,,
186478,F d -3 m Z,(Ca Sm0.75 Ti0.25) (Ti1.25 Ta0.75) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2430(3) 10.2430(3) 10.2430(3) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium tantalum oxide (1/0.75/1.5/0.75/7),,,5.84,2011,01-081-9310,,
186479,F d -3 m Z,(Ca0.75 Sm Ti0.25) (Ti1.5 Ta0.5) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2042(5) 10.2042(5) 10.2042(5) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium tantalum oxide (0.75/1/1.75/0.5/7),,,5.84,2011,01-081-9311,,
186480,F d -3 m Z,(Ca0.75 Sm Ti0.25) (Ti1.5 Nb0.125 Ta0.375) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2049(3) 10.2049(3) 10.2049(3) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium niobium tantalum oxide (0.75/1/1.75/0.125/0.375/7),,,5.7,2011,01-081-9312,,
186481,F d -3 m Z,(Ca0.75 Sm Ti0.25) (Ti1.5 Nb0.25 Ta0.25) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2206(2) 10.2206(2) 10.2206(2) 90. 90. 90.,293,A2B2X7,Caclium samarium titanium niobium tantalum oxide (0.75/1/1.75/0.25/0.25/7),,,5.53,2011,01-081-9313,,
186482,F d -3 m Z,(Ca0.75 Sm Ti0.25) (Ti1.5 Nb0.375 Ta0.125) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2200(3) 10.2200(3) 10.2200(3) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium niobium tantalum oxide (0.75/1/1.75/0.375/0.125/7),,,5.4,2011,01-081-9314,,
186483,F d -3 m Z,(Ca0.75 Sm Ti0.25) (Ti1.5 Nb0.5) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2257(7) 10.2257(7) 10.2257(7) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium niobium oxide (0.75/1/1.75/0.5/7),,,5.25,2011,01-081-9315,,
186484,F d -3 m Z,(Ca Sm0.75 Ti0.25) (Ti1.25 Nb0.75) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2454(7) 10.2454(7) 10.2454(7) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium niobium oxide (1/0.75/1.5/0.75/7),,,5.02,2011,01-081-9316,,
186485,F d -3 m Z,(Ca1.25 Sm0.5 Ti0.25) (Ti Nb) O7,Ca2Nb2O7,"Journal of Materials Science: Materials in Electronics (2011) 22, (11) p. 1631-1636",10.2737(1) 10.2737(1) 10.2737(1) 90. 90. 90.,293,A2B2X7,Calcium samarium titanium niobium oxide (1.25/0.5/1.25/1/7),,,4.78,2011,01-081-9317,,
186597,F d -3 m Z,Ca Ce0.8 Mn0.2 Sn Nb O7,Ca2Nb2O7,"Materials Research Bulletin (2012) 47, (12) p. 4365-4375",10.41883(10) 10.41883(10) 10.41883(10) 90. 90. 90.,293,A2B2X7,Calcium cerium manganese tin niobium oxide (1/0.8/0.2/1/1/7),,,5.72,2012,01-081-9415,,
186598,F d -3 m Z,Ca Ce0.6 Mn0.4 Sn Nb O7,Ca2Nb2O7,"Materials Research Bulletin (2012) 47, (12) p. 4365-4375",10.39855(10) 10.39855(10) 10.39855(10) 90. 90. 90.,293,A2B2X7,Calcium cerium manganese tin niobium oxide (1/0.6/0.4/1/1/7),,,5.55,2012,01-081-9416,,
186599,F d -3 m Z,Ca Ce0.4 Mn0.6 Sn Nb O7,Ca2Nb2O7,"Materials Research Bulletin (2012) 47, (12) p. 4365-4375",10.39391(10) 10.39391(10) 10.39391(10) 90. 90. 90.,293,A2B2X7,Calcium cerium manganese tin niobium oxide (1/0.4/0.6/1/1/7),,,5.36,2012,01-081-9417,,
187428,F d -3 m Z,(Y0.95 Yb0.05)2 (Sn2 O7),Ca2Nb2O7,"Proceedings of SPIE (2012) 8206,   Article ID 820628 (p. 1-11)",10.37036 10.37036 10.37036 90. 90. 90.,293,A2B2X7,Yttrium yterbium heptaoxodistannate (1.9/0.1/1),,,6.38,2012,01-082-2610,,
187429,F d -3 m Z,(Gd0.95 Yb0.05)2 (Sn2 O7),Ca2Nb2O7,"Proceedings of SPIE (2012) 8206,   Article ID 820628 (p. 1-11)",10.45421 10.45421 10.45421 90. 90. 90.,293,A2B2X7,Gadolinium ytterbium heptaoxodistannate (1.9/0.1/1),,,7.74,2012,01-082-2611,,
187534,F d -3 m Z,Y2 (Ir2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 85, (21)  Article ID 214434 (p. 1-5)",10.10580(7) 10.10580(7) 10.10580(7) 90. 90. 90.,290,A2B2X7,Diyttrium diiridate(IV),,,8.7,2012,01-082-2689,,
188288,F d -3 m Z,Mg Zr (Si2 O7),Ca2Nb2O7,"High Pressure Research (2013) 33, (1) p. 1-7",9.294(1) 9.294(1) 9.294(1) 90. 90. 90.,293,A2B2X7,Magnesium zirconium disilicate,,,4.69,2013,01-082-8294,,
188289,F d -3 m Z,Mg Zr (Si2 O7),Ca2Nb2O7,"High Pressure Research (2013) 33, (1) p. 1-7",9.263(9) 9.263(9) 9.263(9) 90. 90. 90.,293,A2B2X7,Magnesium zirconium disilicate,,,4.74,2013,01-082-8295,,
188290,F d -3 m Z,Mg Zr (Si2 O7),Ca2Nb2O7,"High Pressure Research (2013) 33, (1) p. 1-7",9.152(8) 9.152(8) 9.152(8) 90. 90. 90.,293,A2B2X7,Magnesium zirconium disilicate,,,4.92,2013,01-082-8296,,
188291,F d -3 m Z,Mg Zr (Si2 O7),Ca2Nb2O7,"High Pressure Research (2013) 33, (1) p. 1-7",9.071(4) 9.071(4) 9.071(4) 90. 90. 90.,293,A2B2X7,Magnesium zirconium disilicate,,,5.05,2013,01-082-8297,,
188549,F d -3 m Z,Gd Eu (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2013) 573,  p. 43-52",10.197(6) 10.197(6) 10.197(6) 90. 90. 90.,293,A2B2X7,Gadolinium europium dititanate,,,6.48,2013,01-082-8486,,
188550,F d -3 m Z,Dy Eu (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2013) 573,  p. 43-52",10.165(3) 10.165(3) 10.165(3) 90. 90. 90.,293,A2B2X7,Dysprosium europium dititanate,,,6.61,2013,01-082-8487,,
188551,F d -3 m Z,Eu2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2013) 573,  p. 43-52",10.207(3) 10.207(3) 10.207(3) 90. 90. 90.,293,A2B2X7,Dieuropium dititanate,,,6.39,2013,01-082-8488,,
188552,F d -3 m Z,Gd2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2013) 573,  p. 43-52",10.186(4) 10.186(4) 10.186(4) 90. 90. 90.,293,A2B2X7,Digadolinium dititanate,,,6.57,2013,01-082-8489,,
188553,F d -3 m Z,Dy2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2013) 573,  p. 43-52",10.131(5) 10.131(5) 10.131(5) 90. 90. 90.,293,A2B2X7,Didysprosium dititanate,,,6.81,2013,01-082-8490,,
188735,F d -3 m Z,Bi1.6 Fe0.4 (Ti2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (2013) 204,  p. 245-250",10.3328(6) 10.3328(6) 10.3328(6) 90. 90. 90.,293,A2B2X7,Bismuth iron titanium oxide (1.6/0.4/2/7),,,6.8,2013,01-082-8660,,
188869,F d -3 m Z,Lu2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.002(1) 10.002(1) 10.002(1) 90. 90. 90.,293,A2B2X7,Dilutetium dititanium heptaoxide,,,7.4,2013,,,
188870,F d -3 m Z,Lu2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",9.998(1) 9.998(1) 9.998(1) 90. 90. 90.,293,A2B2X7,Dilutetium dititanium heptaoxide,,,7.41,2013,,,
188871,F d -3 m Z,Lu2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.0141(4) 10.0141(4) 10.0141(4) 90. 90. 90.,293,A2B2X7,Dilutetium dititanium heptaoxide,,,7.38,2013,,,
188872,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.025(1) 10.025(1) 10.025(1) 90. 90. 90.,293,A2B2X7,Diytterbium dititanium heptaoxide,,,7.3,2013,01-082-8792,,
188873,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.035(2) 10.035(2) 10.035(2) 90. 90. 90.,293,A2B2X7,Diytterbium dititanium heptaoxide,,,7.28,2013,01-082-8793,,
188874,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.0204(4) 10.0204(4) 10.0204(4) 90. 90. 90.,293,A2B2X7,Diytterbium dititanium heptaoxide,,,7.31,2013,01-082-8794,,
188875,F d -3 m Z,(Yb0.91 Sc0.09)2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.0082(5) 10.0082(5) 10.0082(5) 90. 90. 90.,293,A2B2X7,Ytterbium scandium titanium oxide (1.82/0.18/2/7),,,7.03,2013,01-082-8795,,
188876,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.034(1) 10.034(1) 10.034(1) 90. 90. 90.,293,A2B2X7,Diytterbium dititanium heptaoxide,,,7.28,2013,01-082-8796,,
188877,F d -3 m Z,Yb2 Ti2 O7,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.034(1) 10.034(1) 10.034(1) 90. 90. 90.,293,A2B2X7,Diytterbium dititanium heptaoxide,,,7.28,2013,,,
188878,F d -3 m Z,Er2 (Ti1.9 Er0.1) O6.95,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.105(2) 10.105(2) 10.105(2) 90. 90. 90.,293,A2B2X7,Erbium titanium oxide (2.1/1.9/7),,,7.13,2013,01-082-8797,,
188879,F d -3 m Z,Er2 (Ti1.9 Er0.1) O6.95,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.0965(3) 10.0965(3) 10.0965(3) 90. 90. 90.,293,A2B2X7,Erbium titanium oxide (2.1/1.9/6.9),,,7.14,2013,01-082-8798,,
188880,F d -3 m Z,Ho2 (Ti1.9 Ho0.1) O6.95,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.1139(4) 10.1139(4) 10.1139(4) 90. 90. 90.,293,A2B2X7,Holmium titanium oxide (2.1/1.9/6.95),,,7.04,2013,01-082-8799,,
188881,F d -3 m Z,Ho2 (Ti1.9 Ho0.1) O6.95,Ca2Nb2O7,"Crystallography Reports (2013) 58, (4) p. 548-562",10.1475(6) 10.1475(6) 10.1475(6) 90. 90. 90.,293,A2B2X7,Holmium titanium oxide (2.1/1.9/6.95),,,6.97,2013,01-082-8800,,
189340,F d -3 m Z,Nd2 (Zr2 O7),Eu2Zr2O7,"Journal of the Ceramic Society of Japan (2013) 121,  p. 205-210",10.631(1) 10.631(1) 10.631(1) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconate,,,6.45,2013,01-082-9197,,
189341,F d -3 m Z,La2 (Zr2 O7),Eu2Zr2O7,"Journal of the Ceramic Society of Japan (2013) 121,  p. 205-210",10.812(1) 10.812(1) 10.812(1) 90. 90. 90.,293,A2B2X7,Dilanthanum dizirconate,,,6.01,2013,01-082-9198,,
189342,F d -3 m Z,Eu2 (Zr2 O7),Eu2Zr2O7,"Journal of the Ceramic Society of Japan (2013) 121,  p. 205-210",10.556(1) 10.556(1) 10.556(1) 90. 90. 90.,293,A2B2X7,Dieuropium dizirconate,,,6.76,2013,01-082-9199,,
189343,F d -3 m Z,Nd2 (Zr2 O7),Eu2Zr2O7,"Journal of the Ceramic Society of Japan (2013) 121,  p. 205-210",10.630(1) 10.630(1) 10.630(1) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconate,,,6.45,2013,01-082-9200,,
189344,F d -3 m Z,La2 (Zr2 O7),Eu2Zr2O7,"Journal of the Ceramic Society of Japan (2013) 121,  p. 205-210",10.809(1) 10.809(1) 10.809(1) 90. 90. 90.,293,A2B2X7,Dilanthanum dizirconate,,,6.02,2013,01-082-9201,,
189873,F d -3 m Z,(Mn0.563 Th0.408 Na0.386 Ca0.320 Ce0.320) (Nb1.066 Ti0.934) O6 (O H),K1-xNb2O7(OH)1+y,"Doklady Earth Sciences (2013) 449, (1) p. 342-345",10.2523 10.2523 10.2523 90. 90. 90.,293,A2B2X7,Manganese thorium sodium calcium cerium oxide niobium titanium oxide hydroxide (0.56/0.41/0.39/0.32/0.32/1.07/0.93/6/1),Pyrochlore Group,Pyrochlore Supergroup,5.53,2013,01-083-2889,,
190684,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.00302(3) 10.00302(3) 10.00302(3) 90. 90. 90.,15,A2B2X7,Diytterbium dititanate,,,7.35,2012,01-083-3641,,
190685,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.00413(3) 10.00413(3) 10.00413(3) 90. 90. 90.,50,A2B2X7,Diytterbium dititanate,,,7.35,2012,01-083-3642,,
190686,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.00724(3) 10.00724(3) 10.00724(3) 90. 90. 90.,100,A2B2X7,Diytterbium dititanate,,,7.34,2012,01-083-3643,,
190687,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01111(3) 10.01111(3) 10.01111(3) 90. 90. 90.,150,A2B2X7,Diytterbium dititanate,,,7.33,2012,01-083-3644,,
190688,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.02024(3) 10.02024(3) 10.02024(3) 90. 90. 90.,250,A2B2X7,Diytterbium dititanate,,,7.31,2012,01-083-3645,,
190689,F d -3 m Z,Yb2 ((Ti1.954 Yb0.046) O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01247(5) 10.01247(5) 10.01247(5) 90. 90. 90.,15,A2B2X7,Ytterbium titanium oxide (2.046/1.954/7),,,7.41,2012,01-083-3646,,
190690,F d -3 m Z,Yb2 ((Ti1.954 Yb0.046) O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01353(5) 10.01353(5) 10.01353(5) 90. 90. 90.,50,A2B2X7,Ytterbium titanium oxide (2.046/1.954/7),,,7.4,2012,01-083-3647,,
190691,F d -3 m Z,Yb2 ((Ti1.948 Yb0.052) O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01648(5) 10.01648(5) 10.01648(5) 90. 90. 90.,100,A2B2X7,Ytterbium titanium oxide (2.052/1.948/7),,,7.41,2012,01-083-3648,,
190692,F d -3 m Z,Yb2 ((Ti1.954 Yb0.046) O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.02020(5) 10.02020(5) 10.02020(5) 90. 90. 90.,150,A2B2X7,Ytterbium titanium oxide (2.046/1.954/7),,,7.39,2012,01-083-3649,,
190693,F d -3 m Z,Yb2 ((Ti1.948 Yb0.052) O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.02910(4) 10.02910(4) 10.02910(4) 90. 90. 90.,250,A2B2X7,Ytterbium titanium oxide (2.052/1.948/7),,,7.38,2012,01-083-3650,,
190694,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01247(5) 10.01247(5) 10.01247(5) 90. 90. 90.,15,A2B2X7,Diytterbium dititanate,,,7.33,2012,01-083-3651,,
190695,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01353(5) 10.01353(5) 10.01353(5) 90. 90. 90.,50,A2B2X7,Diytterbium dititanate,,,7.33,2012,01-083-3652,,
190696,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.01648(5) 10.01648(5) 10.01648(5) 90. 90. 90.,100,A2B2X7,Diytterbium dititanate,,,7.32,2012,01-083-3653,,
190697,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.02020(5) 10.02020(5) 10.02020(5) 90. 90. 90.,150,A2B2X7,Diytterbium dititanate,,,7.31,2012,01-083-3654,,
190698,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2012) 86, (17)  Article ID 174424 (p. 1-11)",10.02910(4) 10.02910(4) 10.02910(4) 90. 90. 90.,250,A2B2X7,Diytterbium dititanate,,,7.29,2012,01-083-3655,,
191140,F d -3 m Z,Mn2 Y3 (Sb3 O14),Ca2Nb2O7,"Journal of Solid State Chemistry (2014) 213,  p. 165-168",9.9932(1) 9.9932(1) 9.9932(1) 90. 90. 90.,293,A2B2X7,Dimanganese triyttrium triantimonate,,,6.43,2014,01-083-4024,,
191612,F d -3 m Z,Lu2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.0172(4) 10.0172(4) 10.0172(4) 90. 90. 90.,293,A2B2X7,Dilutetium dititanate,,,7.37,2014,01-083-4411,,
191613,F d -3 m Z,Yb2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.0325(3) 10.0325(3) 10.0325(3) 90. 90. 90.,293,A2B2X7,Diytterbium dititanate,,,7.29,2014,01-083-4412,,
191614,F d -3 m Z,Tm2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.0638(5) 10.0638(5) 10.0638(5) 90. 90. 90.,293,A2B2X7,Dithulium dititanate,,,7.11,2014,01-083-4413,,
191615,F d -3 m Z,Er2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.0787(3) 10.0787(3) 10.0787(3) 90. 90. 90.,293,A2B2X7,Dierbium dititanate,,,7.04,2014,01-083-4414,,
191616,F d -3 m Z,Ho2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.1041(2) 10.1041(2) 10.1041(2) 90. 90. 90.,293,A2B2X7,Diholmium dititanate,,,6.92,2014,01-083-4415,,
191617,F d -3 m Z,Dy2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.1240(3) 10.1240(3) 10.1240(3) 90. 90. 90.,293,A2B2X7,Didysprosium dititanate,,,6.82,2014,01-083-4416,,
191618,F d -3 m Z,Tb2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.1589(6) 10.1589(6) 10.1589(6) 90. 90. 90.,293,A2B2X7,Diterbium dititanate,,,6.66,2014,01-083-4417,,
191619,F d -3 m Z,Gd2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.1860(2) 10.1860(2) 10.1860(2) 90. 90. 90.,293,A2B2X7,Digadolinium dititanate,,,6.57,2014,01-083-4418,,
191620,F d -3 m Z,Eu2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.1943(9) 10.1943(9) 10.1943(9) 90. 90. 90.,293,A2B2X7,Dieuropium dititanate,,,6.42,2014,01-083-4419,,
191621,F d -3 m Z,Sm2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.2056(6) 10.2056(6) 10.2056(6) 90. 90. 90.,293,A2B2X7,Disamarium dititanate,,,6.35,2014,01-083-4420,,
191622,F d -3 m Z,Y2 (Ti2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2014) 605,  p. 63-70",10.1002(6) 10.1002(6) 10.1002(6) 90. 90. 90.,293,A2B2X7,Diyttrium dititanate,,,4.97,2014,01-083-4421,,
